Basic_signal,Filtered_signal
6,-22.1102
8,-22.172
11,-21.8197
15,-21.0687
20,-19.9447
25,-18.4824
29,-16.7232
32,-14.7139
36,-12.504
42,-10.1442
42,-7.68396
34,-5.17039
26,-2.64682
18,-0.152973
10,2.27475
4,4.60284
-5,6.80029
-22,8.83817
-35,10.6889
-44,12.3252
-50,13.7193
-52,14.8431
-53,15.6687
-54,16.1692
-55,16.3209
-56,16.1037
-56,15.5033
-57,14.5117
-57,13.1281
-57,11.3597
-56,9.22204
-55,6.73878
-53,3.94178
-49,0.870604
-44,-2.42803
-25,-5.90082
11,-9.48787
69,-13.1213
153,-16.7217
258,-20.1927
379,-23.4124
509,-26.2253
638,-28.433
753,-29.7879
837,-29.9907
869,-28.6936
837,-25.5117
737,-20.0443
573,-11.9055
369,-0.764006
169,13.6134
14,31.3199
-59,52.2758
-86,76.211
-95,102.667
-106,131.013
-127,160.473
-151,190.16
-166,219.115
-166,246.341
-154,270.85
-144,291.701
-136,308.045
-130,319.158
-130,324.473
-130,323.607
-131,316.372
-132,302.786
-132,283.074
-132,257.655
-132,227.129
-132,192.256
-131,153.928
-129,113.134
-127,70.9275
-124,28.3895
-122,-13.4106
-120,-53.4494
-118,-90.7842
-116,-124.583
-113,-154.151
-111,-178.947
-110,-198.605
-108,-212.932
-106,-221.918
-104,-225.723
-101,-224.672
-97,-219.231
-92,-209.99
-87,-197.636
-76,-182.92
-55,-166.632
-40,-149.564
-29,-132.483
-20,-116.097
-10,-101.034
2,-87.8174
9,-76.8505
13,-68.4063
16,-62.6207
19,-59.4934
23,-58.8941
26,-60.5727
29,-64.1751
33,-69.2611
37,-75.3269
42,-81.8274
48,-88.2012
54,-93.894
60,-98.3821
73,-101.193
87,-101.924
93,-100.257
98,-95.969
101,-88.9405
103,-79.1588
104,-66.7177
103,-51.814
100,-34.739
96,-15.8677
91,4.35521
83,25.432
71,46.8296
61,67.9979
51,88.3893
40,107.477
31,124.771
22,139.838
16,152.31
8,161.901
1,168.412
-11,171.737
-24,171.865
-29,168.88
-33,162.949
-35,154.322
-37,143.317
-38,130.311
-38,115.723
-36,100.002
-34,83.608
-33,67.0023
-32,50.6275
-31,34.8956
-29,20.1753
-27,6.78133
-26,-5.03403
-25,-15.0867
-24,-23.2641
-24,-29.5259
-25,-33.9022
-25,-36.4887
-25,-37.4409
-25,-36.965
-26,-35.3082
-27,-32.7469
-28,-29.5753
-29,-26.0928
-29,-22.5923
-29,-19.3489
-29,-16.6095
-29,-14.5839
-29,-13.4373
-29,-13.2858
-29,-14.1924
-28,-16.1667
-26,-19.1657
-23,-23.0969
-20,-27.8231
-15,-33.1689
-5,-38.9279
3,-44.8713
10,-50.7567
15,-56.3371
18,-61.3701
18,-65.6277
12,-68.9054
5,-71.0301
0,-71.8682
-5,-71.3316
-10,-69.3818
-14,-66.0319
-13,-61.3465
-8,-55.4388
-1,-48.4661
4,-40.6225
7,-32.1309
10,-23.2331
13,-14.1807
16,-5.22531
19,3.39064
21,11.4429
23,18.733
25,25.0951
26,30.401
28,34.5642
30,37.5412
31,39.3322
32,39.98
32,39.5666
31,38.2093
31,36.0544
30,33.2712
30,30.0442
31,26.5656
31,23.0277
31,19.6154
31,16.4994
30,13.8302
30,11.7324
30,10.301
29,9.59844
29,9.65316
28,10.4593
28,11.978
28,14.1398
29,16.8483
29,19.9846
29,23.413
30,26.9865
31,30.5534
32,33.9632
33,37.0731
35,39.7533
37,41.8923
39,43.4008
41,44.2158
43,44.3021
46,43.6535
49,42.2933
54,40.2726
58,37.6688
63,34.5819
67,31.1317
71,27.4524
74,23.6883
78,19.9879
81,16.4988
84,13.3619
86,10.7067
90,8.64639
94,7.27395
97,6.65921
98,6.84671
98,7.85441
95,9.67327
91,12.2675
86,15.5757
80,19.5124
73,23.9709
61,28.8263
50,33.9388
42,39.1581
36,44.3273
32,49.288
28,53.8855
24,57.9741
20,61.422
16,64.116
13,65.9653
10,66.9043
8,66.8943
4,65.9252
0,64.0151
-3,61.2093
-6,57.5779
-6,53.2135
-5,48.2274
-2,42.7455
2,36.9047
18,30.8489
52,24.7252
103,18.6819
173,12.8691
262,7.44073
367,2.55932
479,-1.59823
583,-4.83421
674,-6.9252
748,-7.62018
781,-6.64308
775,-3.70086
709,1.50184
569,9.24064
386,19.7421
199,33.1487
45,49.484
-50,68.6237
-71,90.2798
-74,114.002
-77,139.191
-80,165.131
-82,191.013
-84,215.979
-86,239.155
-88,259.688
-89,276.784
-89,289.738
-90,297.966
-90,301.027
-88,298.64
-87,290.7
-85,277.276
-83,258.616
-81,235.133
-78,207.393
-76,176.092
-74,142.036
-72,106.105
-70,69.2283
-68,32.3486
-66,-3.60933
-63,-37.7703
-61,-69.3371
-58,-97.6157
-55,-122.037
-51,-142.171
-48,-157.741
-44,-168.625
-40,-174.854
-37,-176.61
-33,-174.21
-27,-168.092
-21,-158.794
-15,-146.928
-9,-133.161
-4,-118.18
0,-102.673
3,-87.2956
6,-72.656
9,-59.288
13,-47.6365
16,-38.0435
19,-30.7395
21,-25.8391
25,-23.3409
29,-23.1328
35,-25.0002
44,-28.6388
52,-33.6693
60,-39.6552
67,-46.1218
73,-52.5764
79,-58.5286
85,-63.5107
92,-67.0962
97,-68.916
102,-68.673
106,-66.1525
110,-61.2298
111,-53.8746
110,-44.1507
106,-32.2137
101,-18.3041
95,-2.73881
86,14.1008
72,31.7828
62,49.8394
54,67.7838
44,85.1264
32,101.392
19,116.135
6,128.957
-5,139.515
-15,147.536
-23,152.821
-30,155.253
-35,154.802
-40,151.517
-42,145.533
-44,137.055
-46,126.359
-47,113.776
-49,99.6813
-50,84.482
-51,68.6019
-52,52.4674
-52,36.4931
-53,21.0683
-53,6.54508
-52,-6.77229
-52,-18.6358
-51,-28.8599
-51,-37.3249
-50,-43.9783
-50,-48.8336
-50,-51.9667
-49,-53.5099
-49,-53.6446
-49,-52.592
-49,-50.6027
-48,-47.9459
-47,-44.898
-46,-41.7311
-45,-38.7026
-44,-36.0452
-43,-33.9586
-43,-32.6022
-42,-32.0906
-41,-32.4898
-41,-33.8169
-40,-36.0403
-39,-39.0827
-39,-42.8258
-38,-47.1159
-36,-51.7715
-35,-56.5914
-33,-61.3633
-32,-65.8725
-30,-69.9109
-28,-73.2856
-26,-75.8259
-24,-77.39
-20,-77.8706
-16,-77.1981
-12,-75.343
-8,-72.3162
-6,-68.1682
-6,-62.9862
-8,-56.8911
-11,-50.0325
-15,-42.5839
-19,-34.7365
-23,-26.6932
-26,-18.6616
-30,-10.8474
-34,-3.44753
-39,3.35591
-42,9.40135
-44,14.5525
-43,18.7025
-40,21.7766
-37,23.7349
-33,24.5729
-31,24.3221
-28,23.0479
-24,20.8471
-19,17.8446
-15,14.1878
-12,10.0421
-12,5.58444
-13,0.997048
-15,-3.5397
-17,-7.85395
-19,-11.7888
-22,-15.2082
-29,-18.0015
-28,-20.0879
-19,-21.4183
-15,-21.9765
-12,-21.7776
-10,-20.866
-8,-19.3122
-7,-17.2086
-6,-14.6657
-4,-11.8066
-1,-8.76205
1,-5.66491
4,-2.64457
7,0.178132
11,2.69567
14,4.81796
18,6.47568
22,7.62276
30,8.23788
37,8.32516
42,7.91397
44,7.05766
46,5.83121
47,4.32767
48,2.65385
50,0.925484
52,-0.737836
53,-2.21771
50,-3.40186
42,-4.18895
32,-4.49336
23,-4.24971
13,-3.41666
4,-1.97984
0,0.0467126
0,2.62047
-2,5.67207
-3,9.10844
-4,12.8169
-5,16.6698
-6,20.5304
-7,24.2577
-7,27.7128
-7,30.7642
-6,33.2927
-4,35.1966
-1,36.3957
3,36.8342
9,36.4836
21,35.3439
45,33.4448
86,30.846
143,27.639
212,23.9484
297,19.935
395,15.7978
501,11.7773
606,8.15663
694,5.26184
738,3.45803
738,3.14021
695,4.7167
593,8.58524
456,15.1027
301,24.5502
151,37.0984
31,52.7757
-47,71.4462
-69,92.7999
-74,116.358
-77,141.489
-81,167.441
-87,193.371
-93,218.384
-100,241.573
-106,262.052
-115,278.999
-122,291.683
-126,299.498
-123,301.984
-117,298.847
-111,289.973
-108,275.43
-105,255.47
-103,230.52
-101,201.166
-98,168.132
-95,132.255
-92,94.4535
-88,55.6963
-84,16.9681
-80,-20.7638
-76,-56.5822
-72,-89.65
-69,-119.237
-66,-144.741
-63,-165.708
-60,-181.839
-56,-193.001
-53,-199.222
-49,-200.688
-45,-197.727
-42,-190.798
-40,-180.465
-38,-167.374
-35,-152.23
-32,-135.764
-28,-118.709
-19,-101.773
0,-85.6103
16,-70.801
25,-57.8291
35,-47.0664
44,-38.7624
49,-33.0381
53,-29.8869
56,-29.1792
59,-30.673
63,-34.0283
66,-38.8246
69,-44.5816
73,-50.781
76,-56.8897
79,-62.3824
82,-66.764
85,-69.5892
88,-70.4807
91,-69.1435
94,-65.3762
96,-59.0776
97,-50.2499
98,-38.9977
97,-25.523
96,-10.1163
93,6.85433
89,24.9585
85,43.7193
79,62.6314
70,81.1793
53,98.8557
38,115.179
27,129.708
19,142.056
12,151.904
7,159.01
3,163.215
0,164.449
-3,162.732
-5,158.171
-7,150.955
-8,141.349
-9,129.683
-10,116.337
-10,101.731
-10,86.3048
-10,70.5093
-8,54.7855
-6,39.5521
-4,25.1924
-2,12.0419
-1,0.379261
0,-9.58109
1,-17.6941
4,-23.886
6,-28.1541
7,-30.5635
8,-31.2417
7,-30.3709
6,-28.1795
4,-24.9307
2,-20.9124
0,-16.4245
-2,-11.7677
-5,-7.23194
-9,-3.08583
-12,0.432799
-16,3.12465
-19,4.83513
-22,5.45857
-24,4.94055
-28,3.27821
-30,0.518566
-32,-3.245
-31,-7.87788
-28,-13.2107
-23,-19.0464
-16,-25.1684
-8,-31.3485
4,-37.3552
13,-42.9614
17,-47.9523
20,-52.1321
22,-55.3314
24,-57.4127
26,-58.2757
27,-57.8607
28,-56.1504
29,-53.1702
29,-48.987
30,-43.7065
31,-37.4691
32,-30.4441
32,-22.8238
32,-14.8162
31,-6.63711
31,1.49666
30,9.37539
31,16.8031
31,23.6043
32,29.629
32,34.7582
32,38.9061
33,42.0231
34,44.0959
35,45.1471
36,45.2329
35,44.4408
32,42.8842
28,40.6981
24,38.0325
22,35.0455
19,31.897
17,28.7422
14,25.7253
11,22.9743
9,20.5968
7,18.6756
6,17.2672
6,16.3997
6,16.0732
6,16.2612
5,16.9123
5,17.9536
6,19.2947
6,20.8319
7,22.4531
7,24.0431
6,25.4887
5,26.683
5,27.5305
8,27.9499
13,27.8785
22,27.2741
37,26.1178
47,24.4159
52,22.2007
56,19.5304
60,16.4869
64,13.1727
68,9.7065
71,6.21906
76,2.84748
75,-0.26991
64,-2.99926
57,-5.21714
52,-6.81664
47,-7.71274
42,-7.84641
35,-7.1876
29,-5.73685
23,-3.52586
16,-0.616711
8,2.90009
0,6.90857
-4,11.2712
-8,15.8339
-11,20.4314
-15,24.8941
-20,29.0536
-23,32.7498
-21,35.8363
-15,38.1857
-11,39.6956
-7,40.2921
-3,39.9342
0,38.6148
3,36.3618
6,33.2371
11,29.3338
22,24.7737
40,19.7023
68,14.2856
110,8.70577
173,3.1586
257,-2.14782
357,-6.9925
466,-11.1393
575,-14.3338
673,-16.3009
749,-16.7449
773,-15.3525
763,-11.8034
692,-5.78531
567,2.98178
413,14.7173
259,29.5475
126,47.4751
29,68.3545
-28,91.8795
-61,117.582
-78,144.846
-90,172.927
-100,200.987
-111,228.128
-124,253.427
-134,275.977
-136,294.924
-138,309.502
-140,319.06
-139,323.095
-131,321.27
-124,313.429
-118,299.606
-112,280.022
-106,255.084
-101,225.367
-96,191.595
-92,154.617
-87,115.374
-83,74.8705
-80,34.1344
-77,-5.81453
-75,-44.0005
-73,-79.5241
-71,-111.591
-69,-139.538
-67,-162.849
-65,-181.173
-65,-194.331
-66,-202.311
-67,-205.273
-69,-203.529
-70,-197.535
-73,-187.863
-77,-175.182
-65,-160.228
-53,-143.775
-43,-126.606
-36,-109.48
-31,-93.1042
-23,-78.1095
-9,-65.0279
2,-54.2758
8,-46.1413
13,-40.7771
18,-38.1994
23,-38.2922
28,-40.817
38,-45.4267
54,-51.6831
61,-59.0774
65,-67.052
68,-75.0248
70,-82.4139
71,-88.6622
71,-93.2607
71,-95.7688
71,-95.8323
71,-93.1969
71,-87.7181
71,-79.3659
70,-68.2255
69,-54.4927
68,-38.4658
66,-20.5337
65,-1.15979
63,19.1354
62,39.7945
60,60.2444
58,79.9173
55,98.2714
53,114.81
50,129.1
46,140.784
42,149.593
36,155.356
24,158.001
3,157.554
-16,154.139
-36,147.964
-44,139.313
-49,128.532
-52,116.011
-55,102.175
-57,87.4626
-59,72.3162
-59,57.1629
-59,42.4029
-58,28.3967
-57,15.4543
-54,3.82776
-52,-6.2949
-49,-14.7928
-45,-21.6128
-40,-26.7671
-32,-30.3293
-27,-32.4272
-25,-33.2344
-25,-32.9609
-24,-31.8424
-22,-30.1297
-23,-28.0784
-31,-25.9377
-42,-23.9416
-56,-22.3009
-65,-21.1971
-71,-20.7777
-78,-21.1526
-84,-22.3915
-90,-24.5234
-96,-27.5369
-99,-31.382
-96,-35.974
-91,-41.1968
-86,-46.9084
-82,-52.9454
-76,-59.1293
-69,-65.2726
-61,-71.1857
-54,-76.6828
-47,-81.5885
-42,-85.7432
-37,-89.0085
-34,-91.2716
-31,-92.4492
-26,-92.4901
-18,-91.3765
-13,-89.1243
-9,-85.7814
-8,-81.4259
-11,-76.1624
-14,-70.1192
-16,-63.4434
-20,-56.2973
-25,-48.8527
-30,-41.2863
-33,-33.7743
-36,-26.4875
-39,-19.5857
-41,-13.2139
-42,-7.49766
-43,-2.53955
-41,1.58324
-38,4.82109
-34,7.15301
-31,8.58698
-28,9.15925
-26,8.93257
-22,7.99346
-18,6.44867
-15,4.42102
-12,2.04481
-10,-0.53919
-10,-3.18893
-9,-5.76632
-8,-8.14234
-7,-10.2016
-5,-11.8464
-5,-12.9997
-5,-13.6074
-5,-13.64
-5,-13.0928
-5,-11.9854
-5,-10.3608
-5,-8.2825
-5,-5.83203
-6,-3.10507
-5,-0.207497
-5,2.74897
-4,5.65131
-3,8.38968
-3,10.8618
-3,12.9767
-2,14.6582
0,15.8476
1,16.5056
3,16.6138
6,16.1749
9,15.2127
17,13.7713
34,11.9132
44,9.71817
51,7.2814
55,4.7107
56,2.12294
54,-0.360591
50,-2.61926
45,-4.53852
36,-6.01526
21,-6.96296
10,-7.31652
1,-7.03632
-6,-6.1111
-15,-4.55922
-24,-2.42845
-27,0.205408
-29,3.24136
-31,6.55735
-32,10.0155
-33,13.4679
-33,16.763
-31,19.752
-29,22.2949
-26,24.2667
-23,25.5625
-19,26.1022
-12,25.8339
-6,24.7367
0,22.8214
17,20.1316
50,16.7424
102,12.7605
175,8.32424
270,3.60581
385,-1.18608
512,-5.80217
637,-9.94873
742,-13.2854
803,-15.4266
808,-15.9501
772,-14.413
662,-10.3769
502,-3.44103
314,6.71908
130,20.3103
-19,37.3842
-116,57.8085
-136,81.2539
-133,107.197
-96,134.944
-77,163.658
-79,192.407
-101,220.206
-135,246.056
-144,268.988
-145,288.098
-145,302.583
-146,311.773
-146,315.161
-145,312.419
-145,303.417
-145,288.223
-145,267.106
-144,240.524
-142,209.107
-140,173.634
-136,135.007
-129,94.2165
-122,52.3082
-118,10.3463
-116,-30.6218
-114,-69.6011
-112,-105.682
-108,-138.068
-103,-166.103
-98,-189.287
-94,-207.291
-91,-219.958
-88,-227.312
-85,-229.541
-82,-226.993
-80,-220.151
-78,-209.618
-77,-196.085
-75,-180.306
-71,-163.068
-67,-145.162
-58,-127.349
-49,-110.338
-36,-94.7589
-21,-81.1389
-12,-69.8874
-7,-61.2833
-2,-55.4684
1,-52.4472
5,-52.0922
10,-54.1542
17,-58.2772
27,-64.0163
42,-70.8588
62,-78.2467
77,-85.5993
86,-92.3369
91,-97.9032
91,-101.788
92,-103.547
92,-102.821
93,-99.3489
93,-92.9795
89,-83.6757
83,-71.5165
78,-56.6938
74,-39.5052
69,-20.3426
65,0.322733
61,21.9577
56,43.9875
48,65.8173
38,86.8529
30,106.523
24,124.296
19,139.703
15,152.35
10,161.928
5,168.231
-3,171.153
-19,170.694
-28,166.957
-32,160.141
-36,150.53
-38,138.484
-39,124.42
-40,108.804
-38,92.1263
-36,74.889
-34,57.5879
-32,40.6961
-31,24.6493
-31,9.83207
-30,-3.43274
-28,-14.8932
-27,-24.374
-25,-31.7793
-24,-37.0923
-23,-40.3727
-23,-41.7507
-22,-41.419
-22,-39.6229
-22,-36.6482
-24,-32.8093
-25,-28.4351
-27,-23.8563
-29,-19.3921
-30,-15.3388
-30,-11.9585
-31,-9.47024
-32,-8.04276
-33,-7.7893
-36,-8.76496
-37,-10.9663
-38,-14.3337
-34,-18.7547
-28,-24.0706
-22,-30.0831
-18,-36.5621
-14,-43.2555
-10,-49.8988
-6,-56.2257
-3,-61.9781
-3,-66.9162
-4,-70.8277
-5,-73.5356
-6,-74.9055
-8,-74.8505
-9,-73.3342
-13,-70.3725
-12,-66.0321
-2,-60.4284
3,-53.7198
8,-46.1005
12,-37.7924
15,-29.036
17,-20.0804
18,-11.1746
19,-2.5585
19,5.54596
20,12.9416
21,19.4625
21,24.9788
22,29.4004
22,32.6788
21,34.8074
18,35.82
16,35.7883
13,34.8171
10,33.0391
7,30.6084
4,27.6934
0,24.4697
-2,21.1127
-5,17.7907
-6,14.6581
-6,11.8501
-4,9.47841
-2,7.62743
0,6.35286
2,5.68083
4,5.60841
6,6.1052
9,7.11595
11,8.56398
13,10.3554
14,12.384
15,14.5358
16,16.6943
17,18.7457
18,20.5831
18,22.1108
19,23.2482
20,23.9329
21,24.1223
22,23.7955
24,22.9537
27,21.6195
31,19.8366
36,17.6673
43,15.1909
57,12.5004
81,9.70055
96,6.90481
106,4.23357
110,1.81088
107,-0.23965
99,-1.79994
89,-2.76323
77,-3.03991
66,-2.56307
51,-1.29305
32,0.778983
18,3.62854
10,7.19678
3,11.3913
-2,16.089
-10,21.1406
-18,26.376
-24,31.611
-28,36.6536
-32,41.3119
-34,45.4005
-34,48.7488
-30,51.2068
-24,52.6521
-18,52.995
-8,52.1828
0,50.2032
9,47.0859
22,42.9019
39,37.763
67,31.818
116,25.2507
191,18.2762
295,11.1402
423,4.11966
565,-2.47423
703,-8.29277
818,-12.9473
882,-16.0111
887,-17.0276
844,-15.5284
726,-11.0597
568,-3.21658
387,8.31654
207,23.7251
52,43.0275
-55,66.048
-97,92.4037
-111,121.508
-103,152.592
-94,184.734
-87,216.909
-87,248.026
-94,276.984
-97,302.713
-100,324.222
-102,340.636
-104,351.233
-105,355.473
-105,353.018
-104,343.746
-102,327.755
-100,305.36
-96,277.082
-93,243.63
-89,205.87
-84,164.799
-80,121.508
-76,77.1415
-73,32.8594
-70,-10.2036
-67,-50.9764
-66,-88.4868
-64,-121.892
-62,-150.507
-60,-173.82
-59,-191.508
-57,-203.443
-56,-209.689
-54,-210.494
-53,-206.273
-50,-197.593
-48,-185.14
-45,-169.695
-43,-152.102
-41,-133.229
-38,-113.942
-34,-95.0686
-24,-77.3694
-2,-61.5112
15,-48.0438
28,-37.3814
32,-29.79
35,-25.3815
37,-24.1146
40,-25.8031
44,-30.1278
51,-36.6555
58,-44.8595
68,-54.1444
80,-63.8718
90,-73.3871
96,-82.0464
101,-89.2416
104,-94.4251
106,-97.1308
106,-96.9923
105,-93.757
103,-87.2949
101,-77.6035
99,-64.8073
98,-49.1521
95,-30.9949
92,-10.7898
88,10.9302
83,33.573
75,56.5102
65,79.0995
49,100.708
37,120.734
26,138.627
17,153.903
12,166.167
9,175.115
6,180.555
4,182.4
2,180.68
0,175.533
-4,167.201
-10,156.017
-15,142.394
-20,126.807
-25,109.774
-30,91.8383
-33,73.547
-34,55.4318
-32,37.9917
-29,21.6759
-26,6.87117
-24,-6.10948
-23,-17.0342
-22,-25.7569
-21,-32.219
-21,-36.4473
-20,-38.5495
-19,-38.7065
-18,-37.1624
-17,-34.2125
-17,-30.1892
-17,-25.4482
-18,-20.3528
-18,-15.2602
-19,-10.507
-20,-6.397
-21,-3.19025
-22,-1.09414
-23,-0.257024
-23,-0.764152
-23,-2.63621
-21,-5.83032
-19,-10.2434
-17,-15.7177
-15,-22.048
-14,-28.9912
-13,-36.2763
-11,-43.616
-9,-50.7183
-7,-57.2982
-5,-63.0889
-3,-67.8515
0,-71.3843
5,-73.5298
10,-74.1798
15,-73.2786
18,-70.824
19,-66.8662
19,-61.5053
20,-54.887
20,-47.1964
21,-38.6517
21,-29.4951
20,-19.9843
19,-10.3832
18,-0.952634
17,8.05868
16,16.4223
16,23.9374
15,30.4371
14,35.7934
13,39.9201
14,42.7752
14,44.3603
16,44.7198
17,43.9375
17,42.1332
18,39.4563
18,36.0804
19,32.1955
19,28.0007
20,23.6964
21,19.4771
21,15.524
22,11.9989
24,9.03888
26,6.75189
28,5.21386
29,4.4671
31,4.52001
34,5.34802
37,6.89584
42,9.08093
48,11.798
56,14.9244
68,18.3263
70,21.8652
71,25.4045
73,28.8148
74,31.9792
75,34.7969
72,37.1866
65,39.0888
57,40.4665
53,41.305
50,41.6104
47,41.4083
44,40.7412
40,39.6663
37,38.2522
35,36.5755
32,34.7175
30,32.7604
28,30.7843
25,28.8637
23,27.0649
20,25.4438
18,24.0436
15,22.8935
9,22.0081
4,21.3872
-1,21.0153
-5,20.8631
-9,20.8882
-13,21.0374
-18,21.2485
-22,21.4535
-21,21.5813
-14,21.5604
0,21.3234
37,20.8111
92,19.9782
167,18.8014
258,17.2873
364,15.4835
478,13.4874
593,11.4553
697,9.60851
762,8.23493
785,7.68491
759,8.35833
680,10.6831
525,15.0847
335,21.9488
147,31.5777
-2,44.1488
-83,59.6803
-111,78.0115
-106,98.7998
-102,121.534
-101,145.561
-101,170.112
-100,194.345
-99,217.379
-98,238.333
-96,256.362
-93,270.699
-91,280.679
-87,285.775
-83,285.613
-79,279.991
-77,268.887
-75,252.463
-73,231.054
-71,205.161
-69,175.428
-67,142.621
-66,107.6
-65,71.2873
-64,34.6334
-63,-1.41448
-63,-35.9464
-63,-68.12
-64,-97.1891
-64,-122.526
-65,-143.643
-66,-160.204
-67,-172.03
-68,-179.108
-70,-181.577
-69,-179.728
-64,-173.981
-57,-164.87
-52,-153.015
-49,-139.101
-45,-123.846
-41,-107.972
-36,-92.1833
-32,-77.1333
-27,-63.4066
-20,-51.4969
-12,-41.792
1,-34.5617
14,-29.9513
26,-27.9791
35,-28.539
47,-31.4085
61,-36.2605
71,-42.6787
79,-50.1772
85,-58.2211
90,-66.2502
93,-73.7024
95,-80.0372
97,-84.7583
99,-87.4338
101,-87.7128
104,-85.3399
106,-80.1639
106,-72.1434
100,-61.3477
93,-47.9536
86,-32.2387
80,-14.5713
74,4.60372
67,24.7809
61,45.4133
56,65.9321
50,85.7678
44,104.37
38,121.227
31,135.884
25,147.958
17,157.148
1,163.249
-20,166.15
-28,165.842
-30,162.408
-33,156.024
-35,146.944
-36,135.498
-37,122.073
-38,107.101
-39,91.045
-40,74.3794
-40,57.5764
-41,41.0891
-41,25.3367
-41,10.6918
-41,-2.5306
-41,-14.082
-41,-23.7861
-41,-31.5419
-40,-37.3238
-40,-41.1796
-41,-43.2247
-41,-43.6352
-41,-42.6382
-41,-40.5011
-41,-37.5192
-42,-34.0031
-42,-30.2658
-42,-26.6103
-42,-23.3176
-42,-20.6364
-43,-18.7743
-44,-17.8904
-46,-18.0911
-48,-19.4268
-48,-21.8927
-44,-25.4296
-38,-29.9285
-34,-35.2353
-29,-41.1574
-25,-47.4721
-20,-53.9352
-14,-60.2912
-6,-66.283
3,-71.6615
9,-76.195
12,-79.6769
13,-81.9337
15,-82.8313
16,-82.2797
16,-80.2369
15,-76.7102
12,-71.7559
8,-65.4776
4,-58.0225
1,-49.5767
-1,-40.3585
-4,-30.6111
-7,-20.5934
-9,-10.5719
-11,-0.810607
-12,8.43745
-11,16.939
-10,24.4883
-8,30.914
-6,36.085
-4,39.9139
-2,42.3599
0,43.4292
3,43.1736
6,41.6882
8,39.1067
10,35.5957
11,31.3484
13,26.5762
14,21.5012
16,16.3472
17,11.332
18,6.65902
19,2.51059
19,-0.958291
20,-3.625
22,-5.40289
24,-6.24338
26,-6.13654
29,-5.11006
31,-3.22678
33,-0.581053
36,2.70608
38,6.49253
41,10.6214
43,14.9279
45,19.2458
49,23.4142
54,27.284
57,30.7234
56,33.6228
54,35.8991
49,37.4971
44,38.3908
37,38.5827
26,38.1016
18,36.9998
9,35.3492
0,33.2365
-9,30.7583
-13,28.0163
-16,25.1124
-19,22.1447
-21,19.2036
-23,16.3689
-23,13.7074
-24,11.271
-23,9.09595
-23,7.20236
-22,5.59464
-20,4.26253
-17,3.18274
-12,2.32117
3,1.63565
30,1.07963
73,0.607051
135,0.17882
217,-0.229011
318,-0.615573
433,-0.94444
553,-1.13278
666,-1.0418
757,-0.470299
805,0.846504
807,3.23079
765,7.04722
658,12.6792
508,20.4971
337,30.8204
170,43.8779
34,59.77
-50,78.4409
-77,99.6623
-83,123.034
-88,147.998
-92,173.863
-95,199.839
-97,225.066
-98,248.66
-98,269.745
-99,287.495
-99,301.165
-99,310.123
-100,313.879
-100,312.103
-101,304.639
-103,291.511
-106,272.926
-107,249.261
-105,221.055
-102,188.986
-100,153.846
-97,116.518
-96,77.9396
-95,39.0725
-94,0.870416
-93,-35.754
-92,-69.9594
-91,-101.002
-90,-128.26
-90,-151.249
-89,-169.638
-89,-183.252
-89,-192.078
-88,-196.257
-87,-196.074
-84,-191.942
-81,-184.386
-77,-174.017
-72,-161.503
-64,-147.551
-57,-132.868
-51,-118.143
-41,-104.015
-22,-91.0534
-8,-79.738
0,-70.4401
4,-63.4134
9,-58.7873
13,-56.5671
16,-56.6383
20,-58.7764
26,-62.6603
34,-67.889
42,-74.0007
48,-80.4936
53,-86.848
60,-92.548
68,-97.1032
82,-100.068
95,-101.061
98,-99.7738
101,-95.9886
103,-89.5814
104,-80.5285
103,-68.9068
100,-54.8907
96,-38.7457
90,-20.8181
82,-1.52321
69,18.6701
58,39.2556
48,59.7068
40,79.4951
32,98.1078
25,115.065
19,129.938
13,142.359
9,152.037
6,158.767
5,162.433
3,163.012
1,160.575
-1,155.282
2,147.373
8,137.162
12,125.023
14,111.376
12,96.6756
7,81.3897
5,65.9866
3,50.917
3,36.5985
2,23.4021
2,11.6409
0,1.56062
0,-6.66613
-2,-12.9436
-4,-17.2534
-4,-19.652
-5,-20.2658
-6,-19.2833
-8,-16.9461
-10,-13.5366
-13,-9.36637
-22,-4.76287
-30,-0.0564508
-31,4.43194
-33,8.40252
-28,11.5878
-25,13.7624
-23,14.7517
-21,14.4381
-19,12.7644
-16,9.73579
-13,5.41775
-10,-0.0668521
-6,-6.54373
-3,-13.7947
0,-21.5666
3,-29.582
4,-37.55
5,-45.1779
5,-52.1826
6,-58.3018
7,-63.304
8,-66.9969
9,-69.2346
10,-69.9226
10,-69.0205
10,-66.543
9,-62.559
9,-57.188
8,-50.5954
7,-42.986
7,-34.5958
6,-25.6835
4,-16.5203
3,-7.38056
2,1.46814
2,9.77427
3,17.3109
4,23.8834
6,29.3356
7,33.5545
7,36.4739
8,38.0752
8,38.3866
10,37.4814
11,35.4733
12,32.5116
13,28.7746
13,24.4619
12,19.7868
12,14.9673
13,10.2179
13,5.74155
14,1.72231
14,-1.68111
14,-4.34054
14,-6.16231
15,-7.0899
15,-7.10492
17,-6.22668
18,-4.51026
20,-2.04318
21,1.05909
23,4.65858
24,8.60095
26,12.7221
28,16.855
30,20.8364
32,24.5133
34,27.7489
36,30.4276
39,32.4592
42,33.7818
44,34.3643
48,34.2064
51,33.3387
55,31.8207
60,29.7383
66,27.2004
75,24.3344
80,21.2813
78,18.1913
73,15.2172
